id,region,product,amount
167201,North,Doohickey,10.0
167202,East,Doohickey,0.54
167203,East,Doohickey,9.01
167204,East,Gadget,7.21
167205,North,Doohickey,0.59
167206,West,Gadget,6.97
167207,South,Gizmo,9.2
167208,East,Gadget,6.24
167209,West,Doohickey,3.38
167210,South,Doohickey,2.91
167211,North,Doohickey,2.34
167212,West,Widget,4.44
167213,North,Gadget,6.24
167214,East,Gadget,6.16
167215,West,Doohickey,6.83
167216,North,Gizmo,7.89
167217,North,Widget,6.97
167218,West,Gizmo,8.68
167219,East,Gadget,2.68
167220,East,Doohickey,0.12
167221,East,Doohickey,8.84
167222,East,Gadget,5.87
167223,East,Doohickey,0.11
167224,East,Gadget,1.1
167225,South,Doohickey,2.09
167226,North,Gizmo,8.96
167227,North,Gadget,3.81
167228,East,Widget,2.04
167229,East,Gizmo,1.35
167230,West,Gadget,6.56
167231,North,Doohickey,4.46
167232,East,Widget,3.23
167233,East,Gadget,2.25
167234,West,Gadget,3.77
167235,West,Widget,1.61
167236,East,Gadget,4.69
167237,East,Doohickey,2.18
167238,West,Gizmo,9.82
167239,South,Doohickey,4.42
167240,South,Gizmo,1.74
167241,North,Doohickey,3.43
167242,South,Widget,7.79
167243,South,Gizmo,9.59
167244,North,Gizmo,0.32
167245,West,Gadget,8.65
167246,South,Widget,2.37
167247,West,Gizmo,7.82
167248,East,Widget,9.28
167249,West,Widget,1.93
167250,North,Widget,4.07
167251,West,Doohickey,3.1
167252,West,Doohickey,9.28
167253,South,Widget,0.44
167254,West,Gizmo,0.92
167255,West,Doohickey,1.34
167256,North,Widget,0.66
167257,East,Gizmo,4.76
167258,South,Gadget,1.11
167259,East,Widget,7.4
167260,West,Gadget,4.87
167261,East,Doohickey,8.13
167262,West,Gizmo,2.58
167263,South,Gizmo,2.31
167264,West,Gadget,6.75
167265,North,Gadget,7.53
167266,North,Widget,7.96
167267,West,Doohickey,4.48
167268,East,Doohickey,7.49
167269,East,Gizmo,1.8
167270,East,Doohickey,5.95
167271,West,Doohickey,1.83
167272,West,Gizmo,0.25
167273,North,Gizmo,4.93
167274,North,Gizmo,2.53
167275,East,Widget,3.67
167276,South,Doohickey,3.38
167277,East,Widget,4.55
167278,North,Doohickey,7.95
167279,North,Gadget,4.14
167280,North,Gadget,8.42
167281,North,Gizmo,8.72
167282,West,Gadget,8.1
167283,East,Gadget,1.1
167284,North,Doohickey,2.56
167285,East,Doohickey,6.21
167286,East,Gizmo,1.16
167287,South,Gadget,7.33
167288,West,Widget,7.76
167289,West,Widget,8.26
167290,East,Gadget,2.94
167291,South,Gizmo,2.85
167292,South,Doohickey,1.39
167293,North,Widget,2.0
167294,West,Gadget,7.02
167295,West,Gizmo,0.27
167296,South,Doohickey,5.47
167297,South,Gizmo,8.59
167298,West,Gizmo,8.1
167299,South,Doohickey,6.97
167300,East,Gizmo,4.36
167301,South,Gizmo,1.23
167302,West,Gizmo,9.52
167303,West,Gadget,0.92
167304,North,Widget,2.99
167305,East,Gizmo,1.05
167306,North,Gadget,8.42
167307,East,Gizmo,9.23
167308,West,Doohickey,0.47
167309,East,Widget,1.09
167310,East,Widget,4.65
167311,South,Gadget,0.84
167312,South,Widget,6.31
167313,North,Gizmo,1.39
167314,North,Doohickey,1.63
167315,South,Widget,7.73
167316,West,Doohickey,8.85
167317,East,Gadget,0.4
167318,South,Gadget,0.5
167319,East,Gizmo,1.03
167320,West,Widget,8.3
167321,South,Gadget,0.54
167322,West,Gadget,0.66
167323,West,Widget,1.23
167324,East,Gizmo,8.95
167325,South,Gizmo,8.5
167326,South,Doohickey,3.01
167327,North,Doohickey,4.09
167328,East,Widget,7.91
167329,West,Gadget,2.76
167330,West,Doohickey,4.1
167331,North,Doohickey,6.29
167332,West,Gizmo,0.04
167333,South,Gadget,4.08
167334,North,Doohickey,2.37
167335,West,Widget,7.58
167336,South,Doohickey,1.26
167337,East,Doohickey,6.46
167338,North,Gadget,9.82
167339,South,Gadget,8.23
167340,North,Widget,5.14
167341,North,Gizmo,9.15
167342,East,Widget,5.14
167343,West,Gizmo,3.78
167344,West,Gizmo,9.7
167345,South,Gadget,2.48
167346,North,Widget,6.79
167347,North,Gizmo,0.83
167348,South,Gadget,4.44
167349,West,Doohickey,2.9
167350,North,Doohickey,6.96
167351,East,Doohickey,0.67
167352,East,Doohickey,9.7
167353,North,Doohickey,4.97
167354,South,Widget,9.98
167355,East,Doohickey,9.85
167356,North,Gadget,3.02
167357,North,Doohickey,0.8
167358,South,Gizmo,0.98
167359,North,Gadget,9.18
167360,East,Doohickey,9.81
167361,South,Widget,9.73
167362,North,Gizmo,3.52
167363,West,Widget,5.35
167364,East,Gizmo,8.06
167365,North,Doohickey,3.54
167366,West,Doohickey,6.93
167367,East,Doohickey,1.8
167368,East,Doohickey,9.31
167369,North,Doohickey,5.18
167370,South,Doohickey,6.99
167371,North,Gizmo,7.77
167372,East,Widget,0.46
167373,South,Gadget,1.17
167374,West,Gizmo,5.86
167375,West,Doohickey,7.42
167376,North,Gizmo,3.99
167377,West,Doohickey,0.8
167378,West,Gadget,9.81
167379,North,Gizmo,2.79
167380,West,Gadget,5.84
167381,East,Doohickey,7.16
167382,South,Gizmo,5.55
167383,South,Widget,7.5
167384,East,Gadget,3.7
167385,East,Gadget,8.14
167386,South,Gadget,8.91
167387,West,Widget,0.04
167388,South,Widget,9.97
167389,North,Gadget,7.56
167390,East,Gizmo,1.56
167391,West,Widget,8.48
167392,North,Doohickey,6.9
167393,North,Gizmo,9.36
167394,North,Gizmo,4.47
167395,West,Doohickey,0.52
167396,East,Widget,3.61
167397,East,Doohickey,0.22
167398,South,Widget,8.98
167399,West,Gizmo,5.55
167400,East,Widget,7.06
167401,North,Gadget,8.34
167402,North,Widget,8.89
167403,North,Gizmo,7.88
167404,West,Gizmo,1.83
167405,South,Widget,8.96
167406,North,Widget,9.8
167407,East,Gadget,2.62
167408,North,Gizmo,5.99
167409,North,Gadget,9.23
167410,West,Doohickey,3.84
167411,North,Widget,8.43
167412,South,Doohickey,2.59
167413,East,Gadget,7.9
167414,South,Widget,1.02
167415,East,Gizmo,3.65
167416,South,Widget,9.15
167417,East,Gizmo,7.69
167418,West,Doohickey,0.58
167419,South,Gizmo,4.99
167420,North,Gizmo,9.9
167421,North,Gizmo,0.69
167422,South,Gizmo,8.32
167423,North,Gizmo,0.26
167424,North,Doohickey,7.79
167425,West,Doohickey,9.55
167426,North,Doohickey,8.36
167427,East,Gadget,9.48
167428,East,Widget,6.29
167429,West,Gadget,9.93
167430,East,Doohickey,0.45
167431,South,Widget,0.59
167432,South,Gadget,3.0
167433,North,Widget,2.04
167434,North,Gadget,6.03
167435,South,Gizmo,9.34
167436,North,Doohickey,9.76
167437,East,Doohickey,1.5
167438,West,Doohickey,9.33
167439,North,Gizmo,4.49
167440,South,Widget,6.77
167441,North,Gizmo,2.59
167442,North,Doohickey,1.77
167443,West,Gadget,2.75
167444,North,Gadget,0.06
167445,North,Widget,9.0
167446,West,Gadget,0.72
167447,West,Widget,9.95
167448,East,Widget,4.87
167449,West,Gadget,0.14
167450,North,Widget,6.07
167451,North,Gizmo,7.53
167452,South,Gizmo,9.47
167453,East,Doohickey,3.2
167454,West,Gadget,0.61
167455,West,Gizmo,5.91
167456,North,Gadget,6.69
167457,East,Widget,3.97
167458,South,Gadget,2.74
167459,West,Gadget,9.01
167460,West,Doohickey,2.95
167461,West,Gadget,1.57
167462,East,Doohickey,2.29
167463,South,Gadget,6.26
167464,East,Gadget,6.96
167465,West,Gadget,5.14
167466,North,Gadget,3.23
167467,North,Widget,1.52
167468,North,Gizmo,2.74
167469,North,Gadget,2.77
167470,South,Gadget,9.0
167471,North,Gizmo,0.16
167472,North,Doohickey,4.42
167473,West,Widget,5.4
167474,West,Gizmo,9.01
167475,North,Gizmo,8.77
167476,South,Gadget,2.28
167477,North,Doohickey,1.28
167478,West,Widget,7.37
167479,North,Gadget,3.71
167480,South,Widget,2.4
167481,West,Doohickey,8.64
167482,North,Gadget,7.16
167483,West,Gadget,7.98
167484,West,Doohickey,4.68
167485,South,Doohickey,6.99
167486,West,Gadget,6.41
167487,West,Doohickey,7.78
167488,South,Gizmo,6.29
167489,South,Widget,9.93
167490,North,Gizmo,4.09
167491,West,Gadget,2.83
167492,West,Doohickey,0.5
167493,West,Widget,4.83
167494,North,Gizmo,7.22
167495,West,Gadget,7.29
167496,South,Gadget,2.93
167497,South,Gadget,7.09
167498,North,Gizmo,2.48
167499,North,Gizmo,0.12
167500,South,Doohickey,10.0
167501,West,Widget,9.54
167502,North,Doohickey,8.37
167503,North,Doohickey,6.65
167504,West,Widget,6.92
167505,North,Gizmo,9.71
167506,South,Gizmo,6.34
167507,West,Widget,5.35
167508,West,Gadget,4.75
167509,South,Doohickey,0.32
167510,South,Doohickey,1.9
167511,South,Doohickey,6.53
167512,North,Widget,8.88
167513,North,Doohickey,0.86
167514,North,Gadget,9.22
167515,West,Widget,1.95
167516,East,Gizmo,3.71
167517,West,Gizmo,0.65
167518,North,Doohickey,5.06
167519,North,Doohickey,6.96
167520,North,Doohickey,0.56
167521,South,Gizmo,6.19
167522,West,Gadget,0.67
167523,North,Gizmo,9.4
167524,North,Gadget,8.73
167525,East,Doohickey,8.11
167526,West,Gizmo,2.58
167527,North,Gizmo,1.64
167528,East,Doohickey,1.87
167529,East,Doohickey,5.7
167530,South,Doohickey,5.72
167531,West,Doohickey,5.09
167532,West,Widget,4.36
167533,West,Doohickey,9.2
167534,North,Gadget,4.81
167535,South,Gizmo,8.61
167536,West,Widget,4.92
167537,South,Widget,2.91
167538,South,Doohickey,2.67
167539,West,Gizmo,5.0
167540,East,Gizmo,7.23
167541,South,Gadget,4.25
167542,West,Widget,6.28
167543,West,Widget,2.17
167544,East,Gadget,9.81
167545,East,Gizmo,6.74
167546,North,Gizmo,3.99
167547,South,Widget,8.11
167548,South,Doohickey,9.72
167549,South,Doohickey,7.33
167550,West,Widget,0.14
167551,South,Doohickey,1.14
167552,East,Widget,7.52
167553,East,Doohickey,0.73
167554,South,Doohickey,5.29
167555,South,Gizmo,9.7
167556,East,Doohickey,3.09
167557,East,Widget,6.26
167558,West,Doohickey,3.15
167559,South,Doohickey,8.28
167560,East,Widget,4.54
167561,North,Gadget,5.0
167562,South,Gizmo,7.66
167563,North,Gizmo,8.33
167564,South,Widget,5.02
167565,South,Gizmo,7.58
167566,West,Doohickey,6.31
167567,West,Doohickey,6.18
167568,South,Widget,4.54
167569,North,Gizmo,5.56
167570,East,Gadget,7.94
167571,East,Widget,1.66
167572,South,Gizmo,6.61
167573,South,Doohickey,1.6
167574,South,Widget,6.26
167575,East,Widget,4.3
167576,West,Widget,1.89
167577,South,Widget,6.35
167578,North,Gizmo,2.36
167579,North,Doohickey,6.08
167580,East,Gadget,3.66
167581,South,Gizmo,2.49
167582,South,Gizmo,2.28
167583,East,Doohickey,2.37
167584,North,Gadget,2.12
167585,East,Gizmo,8.62
167586,West,Widget,8.18
167587,West,Widget,5.12
167588,South,Gizmo,7.55
167589,North,Gizmo,8.43
167590,North,Doohickey,3.9
167591,East,Widget,5.02
167592,North,Gadget,4.29
167593,West,Doohickey,3.04
167594,West,Doohickey,8.61
167595,North,Widget,1.58
167596,South,Gadget,0.39
167597,North,Gadget,6.74
167598,East,Doohickey,4.31
167599,East,Gizmo,2.79
167600,South,Doohickey,0.23
167601,West,Gadget,9.17
167602,North,Gizmo,5.84
167603,North,Doohickey,8.56
167604,East,Doohickey,9.63
167605,South,Doohickey,9.09
167606,East,Gadget,4.29
167607,West,Gadget,4.32
167608,West,Gizmo,5.82
167609,East,Gizmo,7.66
167610,South,Gizmo,7.24
167611,West,Doohickey,4.18
167612,East,Doohickey,7.08
167613,West,Gizmo,1.74
167614,North,Gadget,1.92
167615,West,Gizmo,4.91
167616,West,Widget,9.0
167617,West,Gizmo,9.78
167618,South,Doohickey,9.72
167619,East,Gadget,5.18
167620,West,Doohickey,7.39
167621,East,Gizmo,5.86
167622,West,Gadget,2.9
167623,North,Widget,6.35
167624,East,Gadget,9.86
167625,East,Doohickey,9.68
167626,West,Widget,7.27
167627,West,Gizmo,4.21
167628,South,Widget,0.88
167629,West,Doohickey,2.79
167630,West,Gadget,6.49
167631,South,Doohickey,3.0
167632,West,Gadget,7.55
167633,East,Doohickey,4.04
167634,North,Gadget,6.67
167635,North,Doohickey,6.0
167636,East,Gizmo,5.78
167637,West,Gadget,9.44
167638,East,Gizmo,2.22
167639,West,Gadget,9.22
167640,West,Widget,9.12
167641,North,Gizmo,4.39
167642,South,Gadget,6.33
167643,South,Gadget,7.26
167644,East,Gadget,4.96
167645,South,Gadget,8.66
167646,West,Gizmo,2.19
167647,South,Widget,3.05
167648,East,Doohickey,5.32
167649,North,Gizmo,6.83
167650,West,Gadget,3.32
167651,North,Doohickey,5.4
167652,West,Widget,2.0
167653,East,Gizmo,9.71
167654,East,Gizmo,4.04
167655,North,Doohickey,1.18
167656,North,Gadget,8.25
167657,South,Doohickey,4.43
167658,South,Widget,3.55
167659,North,Widget,1.02
167660,North,Widget,1.72
167661,North,Doohickey,3.72
167662,South,Doohickey,9.6
167663,East,Gadget,0.24
167664,East,Doohickey,5.95
167665,West,Doohickey,7.06
167666,East,Doohickey,0.16
167667,East,Gizmo,9.18
167668,West,Gizmo,0.07
167669,West,Gizmo,9.19
167670,North,Gadget,4.2
167671,West,Doohickey,9.33
167672,East,Gizmo,8.93
167673,East,Gizmo,3.79
167674,East,Doohickey,4.97
167675,North,Gadget,4.53
167676,West,Doohickey,8.5
167677,North,Widget,2.58
167678,North,Gizmo,1.66
167679,East,Gizmo,8.86
167680,West,Gadget,3.58
167681,North,Doohickey,2.89
167682,South,Gizmo,8.22
167683,East,Widget,5.12
167684,West,Gizmo,7.71
167685,South,Gadget,8.86
167686,North,Gadget,9.91
167687,East,Widget,0.73
167688,North,Gadget,7.47
167689,West,Gizmo,4.26
167690,West,Gadget,1.4
167691,North,Doohickey,0.06
167692,South,Gadget,5.8
167693,West,Gadget,7.18
167694,South,Widget,2.26
167695,South,Gadget,4.71
167696,South,Widget,1.67
167697,North,Doohickey,9.51
167698,West,Gadget,8.24
167699,East,Doohickey,6.01
167700,North,Gadget,5.85
167701,East,Doohickey,6.53
167702,East,Widget,9.45
167703,South,Doohickey,6.17
167704,South,Gadget,4.86
167705,North,Widget,4.48
167706,East,Widget,8.89
167707,South,Doohickey,7.36
167708,South,Doohickey,7.96
167709,South,Gizmo,6.44
167710,East,Gizmo,7.21
167711,North,Gadget,0.08
167712,North,Gadget,4.41
167713,North,Gizmo,9.38
167714,East,Gadget,2.28
167715,West,Gadget,5.26
167716,North,Gadget,0.59
167717,East,Gizmo,7.74
167718,South,Widget,4.56
167719,South,Gadget,6.29
167720,South,Gizmo,9.39
167721,West,Widget,1.39
167722,West,Widget,1.58
167723,East,Gizmo,0.47
167724,West,Widget,6.43
167725,South,Widget,8.34
167726,North,Widget,7.79
167727,East,Gizmo,1.14
167728,South,Widget,0.47
167729,West,Doohickey,4.92
167730,North,Gadget,7.91
167731,South,Gizmo,4.9
167732,East,Gizmo,7.63
167733,North,Widget,9.07
167734,West,Gizmo,5.08
167735,East,Gadget,0.28
167736,South,Gadget,1.73
167737,West,Doohickey,4.25
167738,East,Gadget,7.11
167739,West,Doohickey,7.06
167740,East,Doohickey,5.44
167741,West,Gadget,4.56
167742,West,Widget,6.78
167743,South,Gizmo,7.89
167744,South,Widget,9.41
167745,North,Gizmo,3.84
167746,North,Gizmo,4.81
167747,East,Widget,6.19
167748,North,Gadget,9.28
167749,West,Gadget,4.1
167750,North,Doohickey,6.35
167751,South,Doohickey,7.06
167752,East,Gizmo,2.53
167753,South,Doohickey,1.12
167754,North,Widget,4.53
167755,West,Widget,0.23
167756,South,Doohickey,0.22
167757,South,Doohickey,7.63
167758,East,Widget,6.99
167759,East,Doohickey,6.59
167760,South,Gizmo,0.48
167761,North,Gadget,6.82
167762,East,Gizmo,3.99
167763,North,Widget,2.61
167764,South,Gizmo,3.87
167765,West,Doohickey,1.69
167766,East,Doohickey,8.9
167767,North,Gizmo,8.97
167768,West,Doohickey,2.48
167769,South,Gizmo,7.87
167770,North,Gadget,4.67
167771,South,Gadget,2.77
167772,East,Gadget,7.71
167773,West,Gadget,0.48
167774,East,Widget,2.25
167775,North,Doohickey,4.71
167776,North,Widget,3.96
167777,North,Doohickey,7.78
167778,North,Doohickey,9.38
167779,East,Gadget,5.5
167780,West,Widget,7.78
167781,West,Widget,6.89
167782,East,Gizmo,0.77
167783,West,Gadget,7.95
167784,North,Gizmo,4.9
167785,North,Gadget,9.64
167786,North,Gadget,3.11
167787,East,Gizmo,4.04
167788,West,Widget,9.81
167789,North,Gizmo,8.63
167790,East,Widget,0.99
167791,East,Doohickey,8.33
167792,North,Gadget,5.01
167793,North,Gadget,6.6
167794,South,Gizmo,2.0
167795,West,Doohickey,2.03
167796,East,Widget,9.82
167797,North,Gadget,4.33
167798,South,Widget,2.24
167799,East,Gadget,4.2
167800,South,Gadget,0.87
167801,South,Gadget,4.89
167802,West,Doohickey,5.5
167803,West,Doohickey,9.2
167804,West,Widget,9.03
167805,North,Gizmo,4.75
167806,South,Gadget,2.21
167807,West,Gadget,2.07
167808,South,Gizmo,0.0
167809,West,Gizmo,4.41
167810,North,Widget,6.63
167811,North,Widget,5.84
167812,West,Gadget,8.28
167813,West,Doohickey,4.02
167814,East,Doohickey,3.19
167815,West,Gadget,7.39
167816,West,Gadget,6.78
167817,West,Gadget,1.84
167818,East,Gadget,5.5
167819,South,Doohickey,1.08
167820,North,Gizmo,6.77
167821,East,Widget,5.84
167822,North,Widget,4.04
167823,South,Gizmo,1.57
167824,North,Gizmo,5.35
167825,East,Widget,1.29
167826,South,Widget,0.92
167827,South,Widget,0.01
167828,West,Widget,0.32
167829,South,Widget,9.81
167830,West,Widget,2.77
167831,South,Gadget,0.33
167832,South,Widget,4.41
167833,West,Gadget,7.5
167834,North,Gadget,5.19
167835,East,Gadget,4.47
167836,West,Gadget,3.96
167837,West,Gizmo,2.78
167838,West,Gizmo,4.76
167839,North,Gadget,8.36
167840,North,Doohickey,8.88
167841,West,Widget,6.54
167842,East,Gizmo,7.08
167843,West,Widget,2.71
167844,South,Doohickey,3.97
167845,West,Gadget,0.18
167846,North,Gadget,1.75
167847,North,Widget,5.16
167848,East,Doohickey,3.55
167849,East,Gadget,9.13
167850,West,Doohickey,7.94
167851,South,Doohickey,2.88
167852,South,Gadget,4.34
167853,North,Doohickey,2.5
167854,East,Gizmo,6.33
167855,South,Doohickey,7.33
167856,South,Gizmo,3.61
167857,West,Doohickey,1.41
167858,West,Doohickey,6.0
167859,South,Gadget,5.18
167860,East,Gizmo,2.6
167861,North,Widget,1.66
167862,East,Widget,7.27
167863,West,Gizmo,2.0
167864,South,Gizmo,7.08
167865,West,Gadget,8.29
167866,South,Doohickey,3.83
167867,West,Widget,7.92
167868,North,Widget,0.13
167869,North,Gizmo,2.58
167870,North,Gadget,0.38
167871,South,Gizmo,6.66
167872,North,Widget,4.15
167873,West,Doohickey,4.34
167874,North,Gizmo,3.94
167875,South,Widget,2.31
167876,North,Gizmo,1.85
167877,North,Gadget,4.67
167878,West,Widget,0.12
167879,West,Widget,0.18
167880,West,Widget,8.52
167881,West,Gadget,7.25
167882,West,Gadget,7.57
167883,South,Gadget,1.05
167884,East,Widget,0.28
167885,North,Gadget,8.39
167886,East,Doohickey,6.79
167887,West,Gizmo,0.23
167888,North,Gizmo,5.5
167889,East,Gizmo,8.73
167890,West,Doohickey,1.63
167891,West,Gadget,5.72
167892,West,Gizmo,9.12
167893,West,Doohickey,1.9
167894,West,Gizmo,4.5
167895,North,Gizmo,1.89
167896,West,Gadget,2.18
167897,South,Gizmo,8.08
167898,North,Gadget,8.84
167899,East,Doohickey,7.93
167900,South,Doohickey,1.14
167901,South,Gadget,2.68
167902,West,Gizmo,4.68
167903,North,Gadget,2.58
167904,West,Widget,4.39
167905,East,Widget,3.16
167906,South,Widget,5.95
167907,South,Gadget,9.29
167908,North,Widget,5.53
167909,East,Doohickey,9.2
167910,West,Gizmo,0.33
167911,North,Gadget,8.35
167912,East,Doohickey,5.69
167913,East,Gizmo,4.06
167914,South,Doohickey,5.25
167915,North,Doohickey,5.18
167916,East,Widget,9.69
167917,West,Widget,7.69
167918,South,Gadget,5.94
167919,South,Gadget,6.32
167920,South,Gadget,3.15
167921,West,Gizmo,4.14
167922,East,Gizmo,4.09
167923,East,Widget,7.23
167924,West,Widget,0.37
167925,West,Doohickey,8.89
167926,East,Widget,7.99
167927,South,Gizmo,8.54
167928,West,Gadget,5.14
167929,North,Doohickey,3.74
167930,North,Gizmo,7.71
167931,South,Gadget,9.72
167932,East,Doohickey,9.27
167933,North,Widget,9.83
167934,South,Gizmo,1.25
167935,South,Gadget,2.06
167936,North,Gizmo,6.0
167937,West,Widget,1.36
167938,North,Doohickey,0.16
167939,West,Doohickey,4.63
167940,North,Widget,8.07
167941,South,Gizmo,5.69
167942,South,Gadget,5.61
167943,West,Widget,0.32
167944,West,Doohickey,2.63
167945,South,Widget,7.39
167946,East,Doohickey,8.36
167947,North,Gizmo,0.59
167948,East,Widget,7.79
167949,North,Gizmo,6.72
167950,North,Widget,8.64
167951,West,Doohickey,0.85
167952,East,Gadget,7.94
167953,West,Doohickey,5.42
167954,West,Doohickey,4.39
167955,South,Widget,0.52
167956,West,Gadget,7.66
167957,North,Gadget,5.08
167958,East,Gadget,8.83
167959,East,Widget,4.18
167960,West,Doohickey,6.35
167961,East,Doohickey,6.01
167962,West,Widget,0.91
167963,South,Doohickey,3.19
167964,East,Doohickey,8.39
167965,South,Gadget,6.89
167966,South,Gizmo,4.46
167967,South,Gizmo,9.14
167968,North,Gizmo,6.04
167969,North,Gadget,8.1
167970,South,Gizmo,4.74
167971,East,Doohickey,3.42
167972,South,Gizmo,4.76
167973,West,Gizmo,4.14
167974,West,Widget,3.13
167975,North,Doohickey,9.36
167976,East,Gizmo,3.22
167977,North,Widget,2.83
167978,South,Gadget,3.61
167979,North,Widget,6.17
167980,West,Gadget,2.74
167981,West,Gizmo,1.81
167982,West,Doohickey,6.96
167983,North,Widget,6.15
167984,West,Doohickey,3.31
167985,West,Widget,5.07
167986,West,Gizmo,1.08
167987,North,Widget,9.4
167988,South,Doohickey,5.99
167989,North,Gizmo,4.92
167990,East,Widget,8.52
167991,East,Doohickey,2.56
167992,North,Gizmo,3.94
167993,East,Gadget,7.29
167994,East,Gizmo,4.61
167995,East,Doohickey,0.68
167996,North,Widget,6.69
167997,West,Gizmo,0.61
167998,West,Gizmo,2.28
167999,East,Doohickey,3.84
168000,North,Gizmo,5.01
168001,South,Doohickey,1.16
168002,North,Widget,1.82
168003,East,Widget,2.64
168004,South,Widget,5.96
168005,West,Gadget,0.35
168006,West,Gizmo,6.88
168007,South,Doohickey,9.11
168008,South,Gadget,0.55
168009,West,Gadget,1.55
168010,North,Gadget,9.88
168011,East,Gizmo,2.19
168012,East,Doohickey,8.5
168013,North,Gizmo,7.1
168014,South,Doohickey,2.97
168015,West,Widget,9.36
168016,West,Gizmo,7.53
168017,North,Doohickey,8.12
168018,North,Doohickey,3.07
168019,West,Gizmo,8.51
168020,West,Widget,6.77
168021,East,Widget,2.57
168022,North,Widget,1.73
